canon_hash,group_size,representative_kept,collapsed_ids
74912624aba676812bf944fb39a2793e50a4c59f3840040445eeb04e9db6bb08,5,80,3648;4291;10616;19825
18725fd1dc9ffdbd51e29cd9920070cce1704fd5391b0674baa9e1f551b5b4da,5,255,1543;3516;11312;16197
4dcc7373151dc1180fe5b227a782950326a118b46b6b8fcdaeda2d724e648a61,5,314,2606;3375;8099;18738
921b2d86cbe9bd3eb5d960f2c798e2d460bf4c1b762b566f8e3774e528da4757,5,328,3366;4815;5075;12339
21470ffef1b35f141535cb0293a553e0a815a16715bd85888bbf2af7f45da61d,5,495,1268;1962;6810;15887
e7f4c10b8f5414f528ffda75f384b6dd4f74db58cd3660bec5183ac17b61eb8d,5,508,5779;8951;9074;16850
7bd513521cdbfce784ae420a7cb3efbc4e3e580f9bbf4cd14a272afee2d81682,5,762,6588;7238;10890;20250
c072e80e7b3a4c24a6898ec2463a6474ca3600fa3432f68381b6736a3407a4fe,5,758,7070;10131;10248;12430
85f8d03edbc3cd3df064a747f300d090ca42ff29977e35c7aac4ba52c53abce0,5,1030,1879;4851;14407;15620
9e51c7d361041dbf5da005101a54d981da11b70d1aab6f4bca00fd2ef3ed5d84,5,1074,3936;9324;10768;13701
e8082cf960739e36e91a9f018b1edd7f5b92b914fbb3f86a221722a773a64664,5,1271,4996;17539;17671;19014
5a65ee427de144aac5d24c1fff45943bb109f8f31687c83c8450f6509aefa1ff,5,1489,2972;4518;4931;18787
b80200ec29acf453b07d776b292fc4850e6416714f8856a651ce5137a59b6637,5,1608,4274;16880;18740;21965
10db8e5449cb1f729e5b062e78ef792f54331d571916a8b75bbb9d1d9aaa57d3,5,1901,12380;17996;20406;20916
06434f53e7ce671226b8f4fcaa49095a553f30644a8222288a6fb2508a406c47,5,1933,4375;8380;11084;15053
5e46e8adc4faa5dd3afbbf44914d15e1228a29ef1d94ce0769e6fe29829a5074,5,1958,4800;13904;17194;17246
6b9aabbb13a0522e7db7e1efdbeb37471956523dc5ebd82a425a258f72317ec7,5,1984,9936;15353;16158;19886
870e8c6739ffcc19099c6ee2ad561ac9e966d72052cb65b8c2e9da5ccb4e4afc,5,2077,6190;8825;8902;9356
a1ab8d0611aa7f34b4a0b616fe60a1067b69546f500be9ab2480ada2b406b235,5,2190,3299;9063;11431;17781
1ae66c48cb5b0e6765461d346f38561a690e884914036de7c53ceed6a9f83b9a,5,2325,3815;4263;13246;16384
1769a255386e6dcd5a48c678d462f3e8e84ca04a47ecb21e13a2594b5cebf263,5,2374,2684;3703;6801;12348
4a62e99f0b45830202e2534467ee16789119abfdd00a1dc4ad89f537b1bde257,5,2412,3196;8878;14480;14798
37f1c5de1f0c2053e590852d4504e5cad0e27acfd269215340f260b6f00d381f,5,2563,2910;6339;12183;13954
713d141829a1284ad0cee1e832407fc20ec5c6377e18ee6bc3f3c1f246b559e7,5,2753,8166;10861;13758;19029
c89823d3efd5c6c7129af73c37addb30921e2d0dac97a0b4000568fc5f8efb41,5,2777,5389;9151;14277;17555
da4db6c3193793ad570af915aa2c53c8771183e13814a37f9ea9081a12f1db20,5,3179,8801;11789;13355;20968
9b623cd559f78ccd3b0b79806fae4c5304add6e642c9e90837167c0a5a1e0c84,5,3219,4298;4935;7346;22186
510d39d0a8d1fd75688c4572437fc9eff5b9eee95cced5fc3c56c1fd66681898,5,3407,8165;15395;18419;22098
719630d6bda57ff7cdeaa2ad7d730cf2034ff326bae6dc83921d645179dea1e2,5,3416,7082;7982;14498;20969
e8e0a4b2f4724dae14f11996bf7713a9e50ec5e0cf3cb15274b17e55e7194326,5,3452,4634;13422;14707;18043
0197c66a0cbf111e5f311b8230c30fd8e4bc92c161bd8f17421629ce745f9591,5,3860,13635;15181;16321;21087
45b4fbda321b7164f1fffdee780a1f644732b30e70fbc905e5894c011cae1cd0,5,3961,10071;11466;13033;13535
9931e3a5a6ed778e0c4b34caca3b942d54ffadefd007eefba6c0993683cbbd68,5,3964,5398;5887;5999;9959
80f8d7563cd20d1a1e92342ea664dda47430995f40dcac1f03d46b6553708304,5,4029,16182;18118;18437;21006
a9bb74914943dff2bb9a2eda9388cb44080f5f7ba6a5fdf4f83b621837e2d61d,5,4164,4747;4985;8235;9494
4b55d5f9f8900efd6a62c9a78a536cd63ed23889bef2cee5dcc2021cb0b68370,5,4259,6936;9410;11933;14337
2f5ead620d2c76203017a8eed22c0270ca38abc33b2844a31104bc72122c493c,5,5868,8439;15539;16381;20562
b055c7f8c8352b05a363c8b9b5ff791e2630e1b10d28f50b4d9eee5e2fa9d4d1,5,6163,6199;11678;14323;22170
90b0eec3c79e8f9b788e39eca62dc40f995d01af89808b26bced1d319136396c,5,6181,6399;12050;12872;13652
85794653f01b5d68767f3d7d44d8a1ba9895edead436fe1225f735d636f9cfe5,5,6453,11829;14881;15145;22231
5817c231a30c80ca90608240c10c386926e3aa262e46a6e3a96202a8b38b4203,5,6531,8366;9113;9361;20179
a70f5a72eb13252fc47e2e6a2752cb0b586c34081a2a905f6b843872cede6c31,5,7608,9371;13334;20464;21267
8c558323ab77046e1f78bc40855da4df050c920ab6d6597aa21eb8d12a28d6c5,5,7651,8994;21248;21723;22034
65745dc986022d6b2ae60d43d27c1f6a7765de3fb23d8a6eff2f39d9dbc6c0f3,5,7776,12082;15140;16358;19348
f6b315d59965eb33508d62759e8af324bbf0b5425fc56f9e165a0103931d10dd,5,8905,9201;9837;12080;17202
c0a8b1f666262ecb1c7f834f9a85500e3bafe30d3e7c108090f0add279349aa1,5,8933,9541;11408;16929;17854
282009d96a79d04dba81742bdd5e12863c04a9ed84b876bc37d8b05c161f34ed,5,9277,10214;10808;11003;15502
127dc487d9b24f17b73c414eb4aaa0d7b56f05ab5509bafd4e1ef656da0c15a8,5,16430,18166;18354;18455;18599
cce352be959c10eb90209a573f66c90e83ad7754ee00ebefa93edfc52b9338c0,4,42,3304;16857;19147
76a5e0acf3d55297cecac3dbb7255ff515dd5fd6aa05d354c83b42ca9e42e439,4,91,8184;11264;18201
40efb07189169e6e12d33354e84e16d970b91008e4e8daa247744115bdfda4ca,4,448,8704;10548;12310
d243c629e2860a3f7578763070841389b8a7fb38b3731f245a3b3300cc8bf15f,4,603,7044;7958;9558
3f27124aae81f946a232c3beb719ac98f83fff39db23279f75188e77ab4f58b3,4,672,11628;15338;18370
6b64c2042c4c2821541793d62b60ad534b8b7ed236645bdc8b0ac563ca3cf62c,4,915,15829;15961;17264
8618b2b0a4a928c974b1074e61854dd1ad348c640a18afdc2abf94922b05099e,4,965,1150;14855;15795
e738b03dcd767534b7c7bbc6b71c92abd7e2348df391fc0f936d9d6057b6749d,4,1300,3526;18903;19254
8897fface76ffcc53c8d5412b9dd154d80bd05ead1c2a951a4840e0b04abedf0,4,1411,2628;3463;18228
3eaabb7bfd62ec5bc83f03b25597f7644e8b44a6a459ecea21349fb13715b57d,4,1590,8295;10820;11211
acc2c32406a49ea4e4ca19c284ee4beb5256c1a26cb357d3eb233b2b3d14a926,4,2026,5914;5917;8578
f2b12f6374958155dada37d5b632029cff11e24eea15e39e35c09327555e29b7,4,2132,8379;12432;17375
3abdd4afacad2cc324577170d87a0373ea5c6fbce295448bf894ce8853a0e584,4,2148,9824;17680;18059
7cec56c8940644d4ba0870f426739759a687eed0a1228e5e96e74e65fa41cda2,4,2203,3109;6126;11272
2ce5af7c5c98496cf3fad982271dd95503b3c867a608601fab572094f6077151,4,2322,6537;16145;16558
6ad8455dc0e4d88edc720d608f16d3d9a681ac4cf7c1df758e4362a29e236429,4,2567,13256;18128;18289
c37824f4f35be92d0ac884f837f41a818da923b4276fd20c3eee83d579a45abd,4,2757,3273;3680;21936
fbccbbd3836f4fe30d7311056ae695a9dfbfaa8ccd9bfcef54fee9e99ca88dad,4,2841,9870;12883;19414
4ab918f6abbecd08d54509e917dbf91344438baca6de05aa11698494d6093229,4,2860,5982;8768;14192
fa8b7532a1cc6eefd968f436a97186626d1431e55d275403a37334a66a7903c1,4,2871,4715;5626;14267
6529514cf161c8dc6113c80c8ae3c57ad83ff0535c7c80825485de7684fb8f8e,4,3064,6568;16859;19689
b50709f3eb31882171d0b65bb27b1667635762fcf016a3865263f8c70d3934fa,4,3658,8065;12839;15163
dab9d3fce8167556a77ce95ececb4bdd7f6f23716aa6e81856c876cb8baf3816,4,3720,14214;19439;20061
271f9eda60866d627d80677c2ac462cafb64641087157751293738d8f878c9f5,4,3835,6984;19656;22286
192fa64907c3a4ae92a06c0b1a8c64b899b8beffda4f21219396d31edc40c200,4,3877,12051;15374;16427
00866fa88fed0b276daa21546ea7cb148ce6e854e29843357271641bc8ee156b,4,4059,5843;15779;19408
4111d53bc3702a81e6da8128e9cdf306ee23f33896bfaf0e15e62ca6d187383c,4,4163,4446;19848;21335
6923ec61eb74f8fcd7652fa6fb6c5ab5f12ada772b0780300390ed543e3f88cb,4,4211,7959;11989;21841
ffb2391e8f272f4165073f82d8169c41a043fa63e96d8e7bc98815d0b2992e89,4,4942,9833;18380;19403
379892159da716fb09d5068a236aab88f102a9fb0f57c0540ad11b8fe65d18e1,4,4955,6504;18007;18326
52c88e82f852a7696b1166b7090724f7c6ee7930dfad69890f8f828213da03e4,4,5278,7676;16037;19154
6bf7eaea787346ddf372d0815dde138313250fb482025c944f1e8fdd059d53bf,4,5314,9360;11294;20819
50da725ad9c42949c534b663a9c3b0ad1d1ec662f6ada110cbf53fa190d9af41,4,5328,10273;14472;15504
85f31500889fc5b80aad45a037c64ad5e187790cbe60f695d41fcf7c70e8aecb,4,5360,5524;8347;20871
3895d82aa204f815e342e3e218d3ff7ce9833f1f788602bb24d7419544b98cab,4,5458,5897;7920;10205
97c6ff0b3c2c472472ca621f237be5a5eedb055d0e8b23f0538a25681f197340,4,5758,8541;9842;17683
6f446b574b8544c1ddf8f2f2dd1c8b62ef26ea1151425a9f5e8b954f489285a8,4,5812,20331;21274;21610
e2a1c046a75b06bab2aaad305096585a4b38078aa78dc2bf277862c77af2c4e8,4,6060,11059;18329;21497
94b7c12dec17867299bdcce85ffb191d734cd023beb5a7117a3c66a828c8f7a9,4,6232,17259;20618;20981
aacb0e4a95e08df90811b7f5452415db5393533cd12e61e54a1f6dc5b695e491,4,6476,11870;15022;18167
63d3c35e2ae6d457c1d7b3a648c5cdf3fe1235b1ed10e05aeb316e364cfe2483,4,7090,9483;10780;17299
80928ba55f80119702155621444710bc3618d334f6f3e1d4b603cffa648dc24e,4,7305,7875;9756;17001
aa4fadc696e3530d1525682c73cfc5559629a3109519de79bfbcffc01819059f,4,7381,8609;13095;22249
f7aa085ba9c2737268a2b678ccdf19de2d76d6c2f8137b188ec477fb00edc27d,4,7390,11907;16608;18162
4d5d2616a76f0955c9e7b6681752db5cadb96b29804da8eb00a3f7ce09e53f27,4,7433,9322;17628;18200
0d9b165c2a7aac85b1fd4eb9e16fceaf57ffb6033ed192aa5c325f8a587cef7a,4,7632,14279;21116;21281
f557a0d6ca4cbb46b96508bbc1c2c6e93b4159b6571d9eea5dfe920770e1b773,4,7643,12517;16066;17728
8856c2fc45d98c4a88ec10366722aa40f7413832c9859a6f90f440ac33702673,4,7710,12419;15470;17514
5f9a6c5bac9d294bd27022804ea637068e431ecee582b20a31624145124029e8,4,7974,14592;14703;21351
cb905dac391cdbfa4e388addfaca88eca28284aeb103f6629f732268dd45fd56,4,9117,18236;18576;21972
992b296c30709e22deec5e519788f94ca4f1903d181499184f6fdd850cc6d977,4,9650,9893;10401;10569
7950b78cf62e8b3bf4c24817bd57e7897611b260b2ecdc94dc556c6e747d9840,4,10913,12994;14246;17466
34173c32628c719e89e7579dc5c3ee6b992782f51596c23b5fbb20aaf42a6245,4,11004,12962;17562;18900
97ac075373a16dafa826a531cbc5a3739530ee963cf06ddda500325b1bad6728,4,11803,15239;16809;17038
afd9539914c6ca84f91d68788a9859831818e446837cfb7237267ab403430b90,4,12699,14344;17181;21010
795251182a8436d9011c18b3fc29b7eb64e01ec1523bd2aea107273eb3b36983,4,13502,14352;19719;19883
214b846999e7a3428f9c406a4415b6eae50302021e9b2cf0228ec4531e379a7e,3,43,7100;10553
0960daa29a61f685734731df6ba5321c99aaa8ce9218c61a35578d8a142af993,3,273,15480;17351
80c0b2a6281ceafb4e3d10054f21bf8055cf90080e4d9ea708f3e0827c3bd933,3,279,6985;8148
d547856194fd8515c2e599ea12f34b38c5b7e88ca6285e4d6e094b4ba3a150fa,3,325,7990;17051
97b65ec4ebb1e7b6227d47cf8e6e1cb363ec1a4abeab3b7b4f935b67f8d51230,3,481,1417;8436
f978656968fc1afa36325c0af98700b6d1212503000fc79ac956ea8091d8ee00,3,501,7470;17352
55fb69ec8024b126ddff805ed9083df75ce3e3fd8a808efcdee490da4893d7a9,3,539,9954;15730
7fc8fdaf6071f75eca389f93532f4091ed8863d9becc0cace2e6d3a259585abe,3,577,6611;16781
6a4d5f52723aa3c3807226018b67b7667da6023ac1e1d236cd41481ddc98ca5b,3,645,11286;16594
28eb80f6e3e6a9eec502f065d95792828a2b949be28823231c75511ec7944123,3,688,4918;10491
8189ac04342c897a90263f7918a6900940c909cd110f990b15e10069454fda6b,3,729,15525;19786
8c212b6648556206468b3142889f5cf10aebb7ebedb74e8e2410acb178e1af85,3,870,1799;20972
5ac196cee952ecf4dffac1334d42418721c115164f966cecec62b047cd04405b,3,935,4698;5034
57e8ce80f041e83335e7181e9548348fb36c9b0b2b0ed71a4de0be01985a0327,3,1038,3650;8886
e87a6adc270cfde00b1bbbfd7a8488baae111bb5b3d5da080521758c0406ade6,3,1065,8479;15708
408856c0ce3a76719cc534d59c8c30b54a441df29912dd28c5a05f1ebf63dba2,3,1133,16313;20077
65975471903a4df8af62fed733b0bb4c690c542ec7c20db7378146d033582011,3,1156,8507;21845
acca1496677dad097e74a21e838f04d5a17363c94913175efc01c6f51dfc6335,3,1337,10301;12200
90fd6512706a3427d84605cbfbfc1d6c68dcdf035733dc8896df3fa77aa3572d,3,1372,3665;18891
f93cfc2aa3a898fced764eef0af8e035f6fc4aa79af9976687379ab3136c3510,3,1569,4231;4520
8137036b63dc3bea66ffdd5b772712e94d6df0533ff9d37551eab83c9f1fb641,3,1837,3199;22235
7e97c10d01f978c6616afe4713e7738950ac440b619df62dec8aea7717169ab6,3,1878,12314;15435
73f83c05889538233f6d1294b599c2b9de93e906bd3a730bf4bd0de13f4724b6,3,1892,18268;22240
b558be84e93a5de555aa6dde883310b927b575cc14be37840de12d43c6a0238c,3,2169,3921;17300
c1dbc7761039143564db6e236ed7e099da5a2343463ee4f53199ae31e8237763,3,2227,6280;19718
4f7652b1da34bdc4045e635b53363645b0d528c65a21c76722b24b6fc1cd8622,3,2261,17860;21251
1a12e2b1c764b070aa4822307970725866f91575bc3ffc9fb6f6221718d79639,3,2276,2456;13379
f1d20216bf949846b800085406648266bfa4056342db27f0799290de75e37c41,3,2317,19100;20430
7be87b64f0b1ec3eafdd355059a8ec5e4ad75a59df5ca3a74444d5f865aad89b,3,2889,4612;15264
c7d5de6313a1b18bf7f41676854992ab2980220f2d5eaa4d0c6e9e60344c6f82,3,2301,5452;15618
f0eb546bc3eb2201f7af14b261fb60e73c7892f35c3dfedacd8b42329d7b714c,3,2362,12388;18625
183c2c67f6b23702dde6a75484ac17707d139feca94d701bcc7aa84c1161a146,3,2388,10626;19233
a205c1c05e0452714ad20bd484f99fb7aa6035f32e5541c5d804485fdab643a7,3,2521,3506;9240
710cbeb51bbb7d4d654c35ceb29d50856e2110bfc2658f27b5d9af0c8597e91c,3,2609,6897;19845
f2faea48b109ad714a51360c0a855c74fe605a47dc435f5b90c0ff10376a812f,3,2707,2833;2904
3160f1bfbcc2ebb34e934916f2537fa7437d05d3d86b617c419f466e7c5db7f9,3,2723,9315;16934
55823949e0009e8abc6b20e676acd6a6c98ccebafcef933712eb1cb3182da4a2,3,2724,3428;15975
a6583cd5db17f09e3104eae2ea670faf4ad772d82adfc175e536504819e7bb23,3,2739,8215;8275
3404cc2e24cbc2d3bd384dfd3a26f8fd913673ff459b1c926b16f372ad3f61bf,3,2760,11684;13970
606495c5838e853630898180236f9c2e121d946ec46e72b903773a05f1412c59,3,2875,5491;11875
c1f64adcada1bdc2f86889aadf0145a7e4df4699c57996795f82f47665a16d59,3,2916,3380;5773
56fa556ba848a13d72e2f3d33cedfc7ef02bf977641208ecbfa1102c91c9a43f,3,2941,4440;20152
229e208916e1b82b5926e3e753da7d52f52852649bdb317be642c811cbe5a90e,3,3008,5294;12316
d9ea53bb40c8906d3b1044cca965a46b6e05c6250359d88f998fdfc9954d8b5a,3,3094,8919;13243
bfe350f9ab3c74d0c4fb56222bf9aec24f5f32032bcb74ae6e27f250cbbb93c8,3,3211,21906;22051
026f2146b6e75a7e1c734a5891d0d058cb55eff84cb91bcdd2ce22b85542f209,3,3280,6471;14271
214b5a9fcddfed9145f37037dd0b8cee3295935ed34545bad1e9d84a4072ff31,3,3301,14424;18508
f20e8bb31cae34be8814f919d858c771f8c5eda082c2aada102116858610f399,3,3410,12180;20089
054cef33cae0ff55e49d2c62a2b114a5ca9f758a3e3e3bd93adce641ebef44e6,3,3461,13640;14921
089b4c230d001c4a8c75a95cc15ee4cc702f569ca4405bc29f3aa7b462cfd124,3,3531,4176;10194
ec4d878e889166bcf4e9c4591ff4513928e19c0a565ad18589e7c9c0df1e8ca6,3,3548,5413;18618
fecc4e5d612deef3b67c122653b8080aac9f43831c37c7510372f88f5c8d15d3,3,3573,12972;19262
36a2e5a5423b38e2159235445d05c0a7b52117495d8eacb98e81e321574ad0c8,3,3626,4379;7224
a89258b66dc9b4e5e236d8d14a6a667ca97390c406f76afe859c9da385bf9d96,3,3627,7448;11070
98f640f7ec30d909195dbf75909af13729fce1ce5f66f76dbab55a8e6fb6b4bb,3,3631,17695;19523
991f205fc890b1e8606a7e1f6371c75ca9043cf319fe22ae6c7fc0aed9299dd8,3,3661,8202;18820
e8908d291797b2402eb2f197453cc04eb72ae3ae24f79179a2b557afe193f212,3,3691,4964;18895
12aa3bd416e9da1e606003f6f716cd53a1680bedcff45d4f8812125ff26357b3,3,3833,5746;9154
89f18ac407f25b8791fef863b6233a181fb7980e7489bb16943583b519dff6ce,3,3883,5035;10653
db2e3e262eaf8d670a525a612b42629d16392b58e4ba9e063dee3228bd64e25b,3,3902,6867;16538
6732bf42dfcbe902735cd7fe54e4d69db39a810cc8d5d4fa8e13da828a56dd68,3,4304,14637;20150
bfa28de5306f70598513ea8a7e8b0e814728d2eb898c6607073d707c3f679cf9,3,3967,5443;12948
a15af7942953efbfded0f183393b137809580fac8874428e915e1cc862943bd3,3,4016,6622;13925
5846f7d51677e51e30aa9de4911b7fbf6e49256e2ba0c8879075e9deee3ef31b,3,4064,14022;15615
d3367ea4f10cdcc7b77118c69bffbb189814c4ed3fcfc19c2754aa25756a26c4,3,4140,8803;21411
10e0e2133bfaae3faefaae619e33d59cc7444d7890d9d87352e9cec2605fac97,3,4186,6782;20946
3e96b9aa326376a4678b91a2d29faf6ce9bb2539f4b0606acddf4fa621361ace,3,4354,5103;7017
1592f20c1cc8faa38c929656e30a9056b88d582c82e2d1b11f998dfb27345aa7,3,4425,8601;18161
a17d475b5bd0ddf019d7ca896e06d3b1bfe640cf11e6ebf4fca028e1dc51cc27,3,4513,6422;19497
1f3eb2fe58851f19162c14e1501fc52aa7776f09a3330ae7f3d4d52ada6db78f,3,4556,9447;20031
cd1703cb6058edd14886b1471a94a49eea92f84744f7da2acc0ee55115b9f5a6,3,4570,7400;17178
27104cbe09ccb7ab3123f7ded21fe209e30f9f0051fea433e549ffd7c78a8ace,3,4593,8476;10529
717990123d8312355e5ffcd8b92ba77905041f3a80725fa66f00e7a1f13da74d,3,4716,14993;16862
68400ca486d42b1c25b22f8288e733f5a5b53b3ea9927f81fe38d50422497a21,3,4853,11341;19784
d51fa1fd5781a38a5f669270b19dfabe539e78506c92505e30944bf010144298,3,4864,7779;7786
768903b15d4797ff67ad439a99cd2290fe36a5b8d33ed8683e47adf77f6ccb7c,3,4921,6931;8637
a6df76966c08ccaed7bf536ea393f01d345b815fc2e098afc415661457b15a59,3,5024,10099;10457
0c4a20239627399abe15605e4533ba747d905e71d27f8c423ca8ae9e9065f9ee,3,5038,8108;12072
40fdc64bba3855129ae1b7e5e159c86b3a4974384883087e0268217c3ce5d6f3,3,5048,9849;14883
9967e8c0555349ed1901fa6fce6ab4fb5fd3fa283137895de22a87178f3f8560,3,5095,15880;19431
82e323475d9797cac664f2800ecfbd8439365c75a1e8c3c09ec44f15c994be51,3,5107,9691;11426
ecea237e5140e67023f057bb86cda3e83434797eedc005da17356603cfb17af8,3,5108,15267;17889
45c34b8bdbbeae8858c4bf29f34cf370b74bd24a38c8022eaa229f5dd1f3afce,3,5199,16966;18979
faf75cdc305962968d5a99335bf135240cc8acf89f0bf07d9790cf77f680eb16,3,5541,20010;20746
652da005c10c650020ca091e4d10db4e56dba1ebbf467a1edd8b5cd6bebd2826,3,5478,12036;20951
802ca4b3faf6bcb48d49140fb14d1202887daaaeb65bc246f74597cbd74615d4,3,5506,9036;13141
5dc983ddf2d1ec94138e641b131a4addf85161c1d69bdaa854ef4e2d255f8c5c,3,5663,20130;21361
5111188f73c4f524e0ae6652dae96d6155c9658adaa375c75b252fd8d3b347de,3,5717,16225;21266
9cffa77e9516c571ddcc680757d0ae6c28bc1e75769e13d3392b8f73fdc43f7a,3,5770,8190;14313
4dbb7dc3277ce8423ba3152c1bcd5ad96be17f6e3ba449c7ec820bf65b9e197f,3,5918,11681;13218
564d9b958af6f25472f4f51ec8ae6ad5a01da07b54358d49141279bd91443907,3,6228,12767;21702
8829bd9b1f395e959b2108d25c7ac144726b3a4dc7f56ab7af115401dd1d55cf,3,6243,10740;15729
0cde8ef31fda518e3dff0395fffbb7ec6c82001fc2230f870d3fba9932bdf9b5,3,6301,7075;12157
3c2023c95ee7e10c8276da1ede9bc505aa99f8f4bca3164f66ed224bce3f27df,3,6332,15021;16391
4a7073735d187496a62cb15dbf23a67c584578b6e53c62b4ed9ec09ae852e459,3,6343,12653;18538
60e9e805b16304c418ef8ab23e5fa1626ffee0fecb477f573e51860b58f29eac,3,6348,13662;19617
0337a1fa632b1316cbe145ca3e3b3e6fe33717b0a0cd3ef9b8cfa9d31484c8a7,3,6424,8675;14270
c2f0bf0c52335e2312f6f04200dceb1509cc3b1e2be7564c018e3aece6366e87,3,6554,17436;19663
ced3244c2565e71b5e6b55907539080a4c2d1bc9bda52741a4e2671a50e36896,3,6556,12161;14495
707e5b304acf7dbe9cdbaa5cb97d22f7ace3a9ec67aed98830621babe44763e7,3,6570,9441;18452
506b76f563db4b47fd9ac682a73b8520d180d35eeb4fe7daa1faf54de1fcdd5f,3,6581,20217;20835
aecf40f67dbf3e3469d6c79a870b75e642190d450f17684526b1bf41f623e7d5,3,6813,14152;21474
24b4597dbf4d9c31bc351dcef1ba4cbb75e7122f6615afa5b211367914fae92f,3,6839,12729;15810
54e1edb5f624eeadef827012136c1a2ebc5648c4233f83171238a216f26364c6,3,6833,11385;13761
71e867b3d60c76a7608f48e7bcea1789710a117e65927bf2411a941b669f6fd0,3,6988,9706;11113
06f1b908b0c446283fd33b8725b62bbf397cfa8a53b52475d7e19e0117c587ef,3,7016,17093;19543
50f99a3f1524398ed2dd0697f9b8f9e68b9e7fdf8930c4605b1ae8c71d242f52,3,7058,10066;19707
bac01e341aa0f56b104fffea895854c542e0736b2cf83482a8ab7e14c268648c,3,7105,11626;17976
ae8c3d8d98e9a416840dccb2d8867b5c52d091af4e991d4f2a1dc5c7e5daf249,3,7114,10155;10441
47e87014a0713a7b64db5432ba84ab8d576f7e99cda214c34408ab97e7b3fed1,3,7236,11045;14654
fbca7dc980f9ff7ab5fc87bcb8b86c9c8aedeeba3a7d7c43b166d8c5446fa354,3,7402,12407;12516
7e7ffa61a7ab396da7bede06a83db84b21b1b8ea729a64ad1d87f79fb60ba80c,3,7410,8489;17590
81437f9ce0d017286e06ce86de0638b09977c0be6adfcd82e8eaf54e59de56b3,3,7498,10390;10466
457e4f298f1b8141b6252825a4afe63b2a61114f7ed07b0f9e36dd70c76dc27e,3,7558,8691;12337
859d5271ca3ec0b692fd6156a85454e4e3ec66185c7a4ab92bd0c4fcb746f0ed,3,7588,7940;18476
5da014ea311721dc5bdeafc164ddb33154a7a97a1e62183ee65c079e4442b7d3,3,7622,10654;13772
8c7ce13897d7cae8adcbb53c6b77c1813aa893a4d75fcedd959e65cbce192a07,3,7625,10465;12219
df602a1f2582095c9058d30781d7f7d7f9cd03b7566bced15c02153ffc7268fa,3,7754,20955;21102
37bc7fad8ce6f881a82ee6acd28a185700052570cba2f86d2baa175061dc1121,3,7827,8407;11002
ccf60648bc68112e3c2af9dc552ed05731eecacb249aaae9bd0a725c8f0439b4,3,7921,10666;11214
344dc2d9c25672fd85dc1dc67b8d327ea865b4cca41eb9c8f71fb0f4ad4209f7,3,7957,10230;11974
4a445db9907b98f83fe8184404cd67ea247f999e013cd633f23daedc25ac8988,3,8094,10017;11910
811cab0be57b8d50c1874f0f556ab2df273cbab27057d4e9dcc5a7b00fc02d90,3,8122,12107;14442
7076e943a9f76577441a692f1b037465dc7ee8c66b3ed8d961403c1927e5a0ab,3,8339,10725;16212
d2cb58f9951dd5b06d0195ec6a93c5ef6f1f0ff48fa5d5585cbabed2b9e9ce43,3,8467,14095;17046
be05e7183b675860a1433482a2b3c96ab99b2b4c879523ec2786812cc59d3a51,3,8681,17030;19166
b25608d940443147e62b6afb593d20878e7a1657e161ea6b1e0f90e6b4b92ba2,3,8779,18801;20148
5dd9ba23e2661ef2b40e1ee8c7238f2f50e23b53fc8e936e7c1d05de545829e3,3,8962,13457;13573
0874f1efec8238bccb6b9d86daea70d8e2590921f62c6dbf9d26dddb27010834,3,9020,21004;21008
0e323b30210be339c830a83bfa34b8ec60077b2eb8f58bfa39a8c8f4b778fb0e,3,9219,12889;15985
30906b68852a8c0ca587b6d5463abe09b3803148e8ac920caed39b30c2c2adad,3,9408,11651;12970
bcd59dcacfefe5c42ee7e99592e4befcd842a5b4d0c32b0fcf5f76be0bce6f01,3,10328,12775;16341
5e85b926e8a34083526c819efce640d242d929de960576bfc450e212cf97f302,3,9988,21789;21866
460997cf513bee2cc2c6a26e821f994486cb880b7b80afc37a82b79f5707be2c,3,10444,12842;19133
41d1334fae2602a43a1ee98d3a0faae97d8022e827fbe59a0660cbe6bfe563a5,3,10644,17704;17753
7c72be17b4f1b17514ce4014665472c6ccf74b45ef421d24d3194677dbaeaeb0,3,10859,12526;16763
1eb7da6b8aaf495f907f18bf9abb9496118d4d487a454e110079501f9a931c7a,3,10866,11884;14145
23c9a33f933f5d74965f9788fd1e4ee5d57a13e8a733c1a1a085eaee4bed8708,3,11144,16385;18303
55230b73759b9e8e1495d8ef3fe83cae95bb2774d424feddef3151b9514d286d,3,11612,13284;13649
89090ed688ca83d37cc7ff387a1aa14978232911f44b0c15703312235e20b991,3,11520,12327;20788
b034a19fcc6bb307eff25c967c40fb46e3fb56fd96d541b5f99cf1dd0c932458,3,11540,15855;20286
b74a0d09a1aee4545794f6747144a959d1a72d19b9abfc541232c3720d302ac2,3,11761,21877;21948
f77feb82cae3b0fb58526ee3507b3e0f14a33750933d5542cffc4d97bc242b60,3,11944,17350;17789
9d6d03b79dafbb7fb07fa834c1218dc0044e134a485c9b1121fa056f63cd98d9,3,11964,18839;20787
a7e20d059aeccf68187f7ee52f502d51d522e9ab2eee96f5c7b9860d3c4c1848,3,12715,13751;16768
928b23833656102954e03c095977c8aa639ff0675000a59c753433468c308ee3,3,13159,14243;15443
5d2c4abc85fb10b8ebe11330c1101efd3e8d8dd90ff5222efc8a27453300b7b8,3,13322,13530;15301
