contractID,Reentrancy,Access Control,Arithmetic,Unchecked Return Values,DoS,Bad Randomness,Front Running,Time manipulation
buggy_11800_Bad-Randomness,1,1,1,1,1,1,0,0
buggy_9620_Bad-Randomness,1,1,0,1,0,1,0,0
buggy_8623_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_18680_Bad-Randomness,0,1,1,0,1,1,0,1
buggy_2589_Bad-Randomness,1,1,0,0,1,1,0,1
buggy_11255_Bad-Randomness,1,1,1,1,1,1,1,0
buggy_17314_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_4481_Bad-Randomness,1,1,0,0,1,1,0,0
buggy_3802_Bad-Randomness,0,0,0,0,0,1,0,0
buggy_14565_Bad-Randomness,1,1,0,0,1,1,0,0
buggy_9981_Bad-Randomness,0,0,0,0,0,1,0,0
buggy_14951_Bad-Randomness,0,1,1,0,0,1,0,0
buggy_6295_Bad-Randomness,1,1,1,0,0,1,0,1
buggy_2581_Bad-Randomness,0,1,0,0,0,1,0,1
buggy_7593_Bad-Randomness,0,1,0,1,0,1,0,0
buggy_2081_Bad-Randomness,1,1,1,0,1,1,0,1
buggy_12015_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_13188_Bad-Randomness,0,0,0,0,0,1,0,0
buggy_6798_Bad-Randomness,1,1,1,0,0,1,0,0
buggy_13975_Bad-Randomness,0,0,1,0,0,1,0,0
buggy_2952_Bad-Randomness,0,1,1,0,0,1,0,0
buggy_17491_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_19879_Bad-Randomness,0,0,0,0,0,1,0,0
buggy_220_Bad-Randomness,1,1,0,0,0,1,0,0
buggy_2226_Bad-Randomness,1,1,0,1,0,1,0,0
buggy_11036_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_6824_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_11058_Bad-Randomness,1,0,0,0,0,1,1,1
buggy_5359_Bad-Randomness,1,1,0,1,1,1,0,0
buggy_13761_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_2420_Bad-Randomness,0,1,1,0,0,1,1,0
buggy_8078_Bad-Randomness,1,1,1,0,0,1,0,1
buggy_16183_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_5452_Bad-Randomness,1,1,0,0,0,1,0,1
buggy_20776_Bad-Randomness,0,1,1,0,0,1,0,0
buggy_96_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_22012_Bad-Randomness,0,1,1,1,0,1,0,0
buggy_2902_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_390_Bad-Randomness,1,1,1,0,0,1,0,1
buggy_2708_Bad-Randomness,1,1,0,0,0,1,1,1
buggy_758_Bad-Randomness,1,1,0,0,0,1,0,0
buggy_2396_Bad-Randomness,0,0,0,0,0,1,0,0
buggy_18483_Bad-Randomness,1,1,1,0,0,1,0,0
buggy_16190_Bad-Randomness,0,1,1,0,0,1,0,0
buggy_5802_Bad-Randomness,0,1,0,0,1,1,0,1
buggy_3560_Bad-Randomness,0,1,0,1,0,1,0,0
buggy_19856_Bad-Randomness,1,1,0,0,0,1,0,0
buggy_6030_Bad-Randomness,0,0,0,0,0,1,0,0
buggy_30_Bad-Randomness,1,1,1,0,0,1,0,0
buggy_3660_Bad-Randomness,0,1,0,0,0,1,1,0
buggy_2754_Bad-Randomness,1,1,0,0,1,1,0,0
buggy_4623_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_10388_Bad-Randomness,0,1,1,0,0,1,0,0
buggy_157_Bad-Randomness,0,1,1,0,0,1,0,0
buggy_7627_Bad-Randomness,1,1,0,0,0,1,0,0
buggy_3054_Bad-Randomness,1,1,0,0,0,1,0,0
buggy_6946_Bad-Randomness,0,0,0,0,0,1,0,0
buggy_17163_Bad-Randomness,1,1,0,0,0,1,0,0
buggy_9735_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_17200_Bad-Randomness,0,1,1,0,1,1,0,0
buggy_16979_Bad-Randomness,0,1,0,1,0,1,0,1
buggy_9636_Bad-Randomness,0,0,0,0,0,1,0,0
buggy_10999_Bad-Randomness,1,1,1,0,0,1,0,1
buggy_13263_Bad-Randomness,0,0,1,0,0,1,0,0
buggy_12188_Bad-Randomness,0,1,1,0,1,1,0,0
buggy_11417_Bad-Randomness,0,1,1,0,0,1,0,0
buggy_7501_Bad-Randomness,0,0,0,0,0,1,0,0
buggy_1506_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_9282_Bad-Randomness,0,1,1,0,0,1,0,0
buggy_7903_Bad-Randomness,0,0,0,0,0,1,0,0
buggy_8654_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_4686_Bad-Randomness,1,0,1,0,0,1,0,0
buggy_5616_Bad-Randomness,1,1,1,1,1,1,0,1
buggy_408_Bad-Randomness,1,1,0,1,1,1,0,0
buggy_19744_Bad-Randomness,1,1,0,1,0,1,0,0
buggy_8081_Bad-Randomness,1,1,0,0,1,1,0,1
buggy_3107_Bad-Randomness,1,0,0,1,1,1,0,0
buggy_539_Bad-Randomness,1,1,0,0,0,1,0,0
buggy_12624_Bad-Randomness,0,1,0,0,1,1,0,0
buggy_10454_Bad-Randomness,0,1,1,0,0,1,0,0
buggy_9388_Bad-Randomness,0,1,0,0,0,1,0,1
buggy_2172_Bad-Randomness,1,1,0,1,0,1,0,0
buggy_9822_Bad-Randomness,0,1,1,0,1,1,0,0
buggy_7735_Bad-Randomness,1,1,1,1,1,1,0,1
buggy_864_Bad-Randomness,1,1,0,1,1,1,0,0
buggy_15947_Bad-Randomness,1,1,0,1,0,1,0,0
buggy_10857_Bad-Randomness,1,1,0,0,0,1,0,0
buggy_18860_Bad-Randomness,1,1,1,0,1,1,1,0
buggy_18692_Bad-Randomness,0,1,1,0,0,1,0,0
buggy_18220_Bad-Randomness,1,1,1,0,1,1,0,1
buggy_18430_Bad-Randomness,0,0,0,0,0,1,0,0
buggy_9284_Bad-Randomness,1,0,0,0,0,1,0,0
buggy_13330_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_10722_Bad-Randomness,1,1,0,0,0,1,0,0
buggy_18328_Bad-Randomness,0,1,1,1,1,1,0,0
buggy_9191_Bad-Randomness,1,1,0,1,0,1,0,0
buggy_2653_Bad-Randomness,1,1,1,0,1,1,0,0
buggy_2154_Bad-Randomness,0,1,0,0,0,1,1,1
buggy_10878_Bad-Randomness,1,1,0,1,1,1,0,0
buggy_10666_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_12886_Bad-Randomness,0,0,0,1,1,1,0,0
buggy_4719_Bad-Randomness,1,1,1,0,0,1,0,0
buggy_11328_Bad-Randomness,0,1,0,0,0,1,0,1
buggy_3055_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_19430_Bad-Randomness,0,1,1,0,1,1,0,1
buggy_18218_Bad-Randomness,0,1,1,1,0,1,0,0
buggy_7516_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_13722_Bad-Randomness,1,1,0,1,0,1,0,0
buggy_2385_Bad-Randomness,0,1,1,0,0,1,0,0
buggy_515_Bad-Randomness,1,1,0,1,0,1,0,0
buggy_19632_Bad-Randomness,1,1,1,1,1,1,0,0
buggy_15793_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_338_Bad-Randomness,1,0,0,0,0,1,0,1
buggy_18062_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_13961_Bad-Randomness,1,1,1,0,0,1,0,1
buggy_2216_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_6825_Bad-Randomness,1,0,1,0,0,1,0,0
buggy_7813_Bad-Randomness,0,1,0,0,0,1,1,0
buggy_19377_Bad-Randomness,1,1,0,0,1,1,0,1
buggy_17760_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_3820_Bad-Randomness,0,1,0,0,1,1,0,0
buggy_5852_Bad-Randomness,0,1,1,0,0,1,0,0
buggy_5184_Bad-Randomness,1,1,1,0,1,1,0,1
buggy_9196_Bad-Randomness,1,1,0,0,1,1,1,1
buggy_16861_Bad-Randomness,0,1,1,0,0,1,0,0
buggy_19723_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_13523_Bad-Randomness,1,1,1,0,1,1,0,0
buggy_7449_Bad-Randomness,0,1,1,0,0,1,0,1
buggy_4469_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_19070_Bad-Randomness,0,1,0,0,1,1,0,0
buggy_12605_Bad-Randomness,0,0,0,0,0,1,0,0
buggy_2558_Bad-Randomness,1,1,1,0,0,1,0,0
buggy_18225_Bad-Randomness,1,1,0,0,0,1,0,0
buggy_7864_Bad-Randomness,1,1,0,0,1,1,0,0
buggy_19155_Bad-Randomness,0,1,0,0,0,1,1,0
buggy_7960_Bad-Randomness,0,1,1,0,0,1,0,0
buggy_10937_Bad-Randomness,1,1,0,0,0,1,0,0
buggy_11994_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_14918_Bad-Randomness,1,1,0,0,0,1,0,1
buggy_13729_Bad-Randomness,1,1,1,1,0,1,0,0
buggy_21143_Bad-Randomness,1,1,1,0,1,1,0,1
buggy_6095_Bad-Randomness,1,1,1,0,1,1,0,1
buggy_8269_Bad-Randomness,0,1,0,0,0,1,1,1
buggy_9678_Bad-Randomness,0,0,0,0,0,1,0,0
buggy_18935_Bad-Randomness,1,1,0,1,1,1,0,0
buggy_7270_Bad-Randomness,0,1,1,0,0,1,0,0
buggy_9521_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_11943_Bad-Randomness,1,1,0,1,0,1,0,0
buggy_19936_Bad-Randomness,1,1,0,0,0,1,0,0
buggy_13794_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_6743_Bad-Randomness,1,1,1,0,0,1,0,1
buggy_5600_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_2734_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_20536_Bad-Randomness,0,1,1,1,1,1,0,0
buggy_1564_Bad-Randomness,1,0,1,0,0,1,0,0
buggy_15313_Bad-Randomness,1,1,0,0,0,1,0,1
buggy_7292_Bad-Randomness,0,0,0,0,0,1,0,0
buggy_5006_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_18810_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_4275_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_11391_Bad-Randomness,0,1,1,0,1,1,0,1
buggy_1493_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_11967_Bad-Randomness,0,1,1,0,0,1,0,0
buggy_19257_Bad-Randomness,1,1,1,0,1,1,1,0
buggy_1316_Bad-Randomness,0,1,0,0,1,1,0,1
buggy_10809_Bad-Randomness,1,1,1,0,0,1,0,0
buggy_19881_Bad-Randomness,0,1,1,0,1,1,0,1
buggy_6086_Bad-Randomness,1,1,0,0,0,1,0,0
buggy_17669_Bad-Randomness,0,1,0,1,0,1,0,0
buggy_5761_Bad-Randomness,1,1,0,0,0,1,0,0
buggy_16962_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_12121_Bad-Randomness,0,1,0,1,0,1,0,0
buggy_352_Bad-Randomness,0,0,0,0,0,1,0,0
buggy_3038_Bad-Randomness,1,1,1,0,0,1,0,1
buggy_15945_Bad-Randomness,1,1,0,0,1,1,0,1
buggy_17545_Bad-Randomness,0,0,0,0,0,1,0,0
buggy_12631_Bad-Randomness,1,1,0,0,1,1,0,1
buggy_17753_Bad-Randomness,0,0,0,1,0,1,0,0
buggy_10283_Bad-Randomness,1,1,1,1,1,1,0,1
buggy_10612_Bad-Randomness,0,0,0,0,0,1,0,0
buggy_4026_Bad-Randomness,1,1,1,0,0,1,0,1
buggy_1413_Bad-Randomness,1,1,1,0,0,1,0,0
buggy_17666_Bad-Randomness,0,0,0,0,0,1,0,0
buggy_17703_Bad-Randomness,0,1,1,0,0,1,0,0
buggy_5933_Bad-Randomness,0,1,1,0,0,1,1,0
buggy_1201_Bad-Randomness,1,1,0,1,0,1,0,0
buggy_3059_Bad-Randomness,0,1,1,0,0,1,0,0
buggy_9660_Bad-Randomness,0,1,0,0,1,1,0,0
buggy_10153_Bad-Randomness,0,1,1,0,0,1,0,0
buggy_3693_Bad-Randomness,1,1,0,0,0,1,0,0
buggy_10652_Bad-Randomness,0,1,1,0,0,1,0,0
buggy_132_Bad-Randomness,0,0,0,0,0,1,0,0
buggy_8042_Bad-Randomness,0,0,0,0,0,1,0,0
buggy_4621_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_10654_Bad-Randomness,1,1,0,0,1,1,0,1
buggy_10843_Bad-Randomness,1,1,0,0,0,1,1,0
buggy_18773_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_10099_Bad-Randomness,0,1,1,0,0,1,0,0
buggy_4677_Bad-Randomness,0,0,0,0,0,1,0,0
buggy_4689_Bad-Randomness,0,1,1,0,1,1,0,0
buggy_8232_Bad-Randomness,0,0,0,0,1,1,0,0
buggy_6101_Bad-Randomness,0,1,1,0,0,1,0,0
buggy_5206_Bad-Randomness,0,1,0,0,1,1,0,0
buggy_11329_Bad-Randomness,1,1,1,1,0,1,0,1
buggy_5487_Bad-Randomness,0,1,0,0,0,1,1,0
buggy_19399_Bad-Randomness,1,1,1,0,1,1,0,1
buggy_6975_Bad-Randomness,1,0,0,0,0,1,0,1
buggy_1440_Bad-Randomness,1,1,0,1,0,1,0,1
buggy_19931_Bad-Randomness,0,1,1,0,0,1,0,0
buggy_6036_Bad-Randomness,1,1,0,0,0,1,0,0
buggy_10376_Bad-Randomness,0,0,0,0,0,1,0,0
buggy_10094_Bad-Randomness,0,0,0,0,0,1,0,0
buggy_19934_Bad-Randomness,1,1,1,0,0,1,0,1
buggy_12225_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_7014_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_15545_Bad-Randomness,1,0,1,1,1,1,0,0
buggy_4496_Bad-Randomness,1,1,1,1,1,1,0,1
buggy_7618_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_4846_Bad-Randomness,0,0,0,0,0,1,0,0
buggy_18876_Bad-Randomness,0,1,0,0,0,1,1,0
buggy_2390_Bad-Randomness,1,0,0,0,0,1,0,0
buggy_9599_Bad-Randomness,0,0,0,0,0,1,0,0
buggy_5999_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_854_Bad-Randomness,0,0,0,0,0,1,0,0
buggy_6635_Bad-Randomness,0,1,1,0,0,1,0,0
buggy_7547_Bad-Randomness,1,0,0,0,0,1,0,0
buggy_10608_Bad-Randomness,1,1,0,0,0,1,0,0
buggy_5278_Bad-Randomness,0,1,1,0,0,1,0,0
buggy_19889_Bad-Randomness,1,1,0,0,1,1,0,1
buggy_18725_Bad-Randomness,1,0,0,1,0,1,0,1
buggy_12968_Bad-Randomness,0,0,0,0,0,1,0,0
buggy_10311_Bad-Randomness,1,1,0,1,0,1,0,0
buggy_7480_Bad-Randomness,0,0,0,1,0,1,0,1
buggy_11445_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_4488_Bad-Randomness,0,0,0,0,1,1,0,0
buggy_5226_Bad-Randomness,1,1,0,0,0,1,0,0
buggy_4573_Bad-Randomness,1,1,1,0,1,1,0,0
buggy_6289_Bad-Randomness,0,1,1,0,0,1,0,1
buggy_14804_Bad-Randomness,1,1,0,0,1,1,0,0
buggy_9275_Bad-Randomness,0,1,1,0,0,1,1,1
buggy_19512_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_4869_Bad-Randomness,1,1,0,1,0,1,0,0
buggy_7600_Bad-Randomness,0,1,0,0,0,1,1,1
buggy_3368_Bad-Randomness,0,1,1,0,0,1,0,0
buggy_5051_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_7633_Bad-Randomness,1,1,1,0,0,1,0,0
buggy_10511_Bad-Randomness,0,0,0,0,0,1,0,0
buggy_1976_Bad-Randomness,1,1,0,0,1,1,0,0
buggy_19033_Bad-Randomness,0,0,0,0,0,1,0,0
buggy_8724_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_16695_Bad-Randomness,1,0,0,0,0,1,0,0
buggy_10634_Bad-Randomness,0,1,1,0,0,1,0,0
buggy_14319_Bad-Randomness,1,1,0,0,0,1,0,0
buggy_10752_Bad-Randomness,0,1,1,0,0,1,0,0
buggy_8456_Bad-Randomness,1,1,1,0,0,1,0,0
buggy_4770_Bad-Randomness,1,1,0,0,0,1,0,0
buggy_9615_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_2766_Bad-Randomness,1,1,0,0,1,1,0,1
buggy_4684_Bad-Randomness,1,1,0,1,0,1,0,0
buggy_3910_Bad-Randomness,1,1,1,1,1,1,0,1
buggy_7672_Bad-Randomness,1,1,1,0,0,1,0,1
buggy_19125_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_8049_Bad-Randomness,0,0,0,0,0,1,0,0
buggy_63_Bad-Randomness,1,1,0,1,0,1,0,0
buggy_6108_Bad-Randomness,1,1,0,0,0,1,1,0
buggy_17936_Bad-Randomness,0,1,1,0,1,1,0,1
buggy_8076_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_2776_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_22244_Bad-Randomness,0,1,1,0,0,1,0,1
buggy_10549_Bad-Randomness,1,1,0,0,1,1,0,1
buggy_2967_Bad-Randomness,0,0,0,0,0,1,0,0
buggy_1229_Bad-Randomness,1,0,0,0,1,1,0,0
buggy_15530_Bad-Randomness,1,1,1,0,1,1,0,1
buggy_5943_Bad-Randomness,1,1,0,1,0,1,0,0
buggy_15541_Bad-Randomness,0,0,1,0,0,1,0,0
buggy_14011_Bad-Randomness,1,1,1,1,1,1,0,0
buggy_17451_Bad-Randomness,1,1,0,1,1,1,0,1
buggy_3102_Bad-Randomness,1,0,1,1,0,1,0,1
buggy_15672_Bad-Randomness,1,1,0,0,1,1,0,0
buggy_17216_Bad-Randomness,1,0,0,0,1,1,0,0
buggy_6518_Bad-Randomness,0,1,1,1,0,1,0,1
buggy_12163_Bad-Randomness,1,1,1,0,0,1,0,0
buggy_17437_Bad-Randomness,1,0,0,0,0,1,0,1
buggy_5957_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_10896_Bad-Randomness,0,0,1,0,0,1,0,0
buggy_2092_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_19738_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_341_Bad-Randomness,1,1,0,0,0,1,0,0
buggy_3543_Bad-Randomness,0,1,1,0,0,1,0,1
buggy_19608_Bad-Randomness,1,1,0,0,1,1,0,0
buggy_12528_Bad-Randomness,1,1,0,0,0,1,0,0
buggy_6126_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_19716_Bad-Randomness,1,1,1,0,1,1,1,1
buggy_13693_Bad-Randomness,1,1,0,0,0,1,0,0
buggy_16488_Bad-Randomness,1,1,1,1,1,1,1,1
buggy_14300_Bad-Randomness,1,1,0,0,1,1,0,0
buggy_18922_Bad-Randomness,1,1,0,0,0,1,0,0
buggy_8263_Bad-Randomness,1,1,0,0,0,1,0,0
buggy_3903_Bad-Randomness,0,1,0,0,0,1,0,1
buggy_20290_Bad-Randomness,1,1,1,1,1,1,0,1
buggy_19765_Bad-Randomness,0,1,1,1,0,1,0,0
buggy_10096_Bad-Randomness,1,1,0,0,1,1,0,1
buggy_19812_Bad-Randomness,1,0,0,0,0,1,0,0
buggy_5720_Bad-Randomness,0,1,1,0,0,1,0,1
buggy_5419_Bad-Randomness,1,0,1,0,0,1,0,1
buggy_14260_Bad-Randomness,0,1,0,0,0,1,0,1
buggy_13819_Bad-Randomness,0,0,1,0,0,1,0,0
buggy_18714_Bad-Randomness,1,1,0,0,1,1,0,0
buggy_10872_Bad-Randomness,1,0,1,1,0,1,0,1
buggy_17839_Bad-Randomness,0,0,0,0,0,1,0,0
buggy_1279_Bad-Randomness,1,0,0,1,1,1,0,1
buggy_2132_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_17264_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_13687_Bad-Randomness,1,0,1,0,1,1,0,1
buggy_5744_Bad-Randomness,0,1,0,0,0,1,0,1
buggy_13669_Bad-Randomness,1,1,1,0,0,1,0,1
buggy_17852_Bad-Randomness,0,0,0,0,0,1,0,0
buggy_4061_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_11272_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_9184_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_17652_Bad-Randomness,0,1,1,0,0,1,0,1
buggy_8150_Bad-Randomness,1,1,0,0,0,1,0,0
buggy_7679_Bad-Randomness,1,1,0,0,1,1,0,0
buggy_12485_Bad-Randomness,1,0,0,0,0,1,0,0
buggy_11372_Bad-Randomness,1,1,1,0,1,1,1,0
buggy_14037_Bad-Randomness,0,0,0,0,0,1,0,0
buggy_19115_Bad-Randomness,1,1,0,0,0,1,0,0
buggy_979_Bad-Randomness,1,1,0,0,0,1,0,0
buggy_5901_Bad-Randomness,0,0,0,0,0,1,0,0
buggy_3026_Bad-Randomness,0,1,1,0,0,1,0,1
buggy_12562_Bad-Randomness,1,1,1,1,1,1,1,0
buggy_17354_Bad-Randomness,0,0,0,0,0,1,0,0
buggy_10903_Bad-Randomness,1,1,0,0,1,1,0,0
buggy_4385_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_4572_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_11944_Bad-Randomness,0,0,0,0,0,1,0,1
buggy_19322_Bad-Randomness,1,1,0,0,0,1,0,1
buggy_13345_Bad-Randomness,0,1,1,0,0,1,0,0
buggy_17537_Bad-Randomness,1,1,1,0,0,1,0,1
buggy_1250_Bad-Randomness,1,1,1,1,1,1,0,0
buggy_5965_Bad-Randomness,1,1,0,0,1,1,0,0
buggy_8043_Bad-Randomness,0,0,0,0,0,1,0,0
buggy_3881_Bad-Randomness,1,0,1,1,1,1,0,1
buggy_7780_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_6854_Bad-Randomness,1,0,0,0,1,1,0,0
buggy_10610_Bad-Randomness,0,0,0,0,0,1,0,0
buggy_9070_Bad-Randomness,1,1,1,1,0,1,0,0
buggy_19706_Bad-Randomness,1,1,0,1,0,1,0,1
buggy_12172_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_7881_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_17170_Bad-Randomness,0,0,0,0,0,1,0,1
buggy_2114_Bad-Randomness,1,1,1,0,0,1,0,1
buggy_5955_Bad-Randomness,1,1,1,0,1,1,0,0
buggy_9913_Bad-Randomness,1,1,0,0,0,1,0,0
buggy_725_Bad-Randomness,0,1,0,0,1,1,0,0
buggy_3589_Bad-Randomness,1,1,0,1,0,1,0,0
buggy_17326_Bad-Randomness,0,1,1,0,1,1,1,1
buggy_9198_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_13347_Bad-Randomness,0,0,1,0,0,1,0,0
buggy_17534_Bad-Randomness,0,1,0,0,0,1,0,1
buggy_7448_Bad-Randomness,1,1,1,0,0,1,1,0
buggy_12938_Bad-Randomness,0,1,1,0,0,1,0,0
buggy_2165_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_398_Bad-Randomness,0,0,0,0,0,1,0,0
buggy_792_Bad-Randomness,1,0,0,0,1,1,0,1
buggy_19863_Bad-Randomness,0,1,1,0,0,1,0,0
buggy_3845_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_129_Bad-Randomness,1,1,1,1,1,1,1,1
buggy_15618_Bad-Randomness,1,1,0,0,0,1,0,1
buggy_232_Bad-Randomness,0,1,0,0,1,1,0,0
buggy_7601_Bad-Randomness,1,1,0,0,0,1,0,0
buggy_189_Bad-Randomness,1,1,0,0,0,1,0,1
buggy_7178_Bad-Randomness,0,0,1,0,0,1,0,0
buggy_7295_Bad-Randomness,0,1,1,0,0,1,1,0
buggy_12934_Bad-Randomness,0,0,0,0,0,1,0,0
buggy_17727_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_16965_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_640_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_17511_Bad-Randomness,1,1,1,0,1,1,0,1
buggy_16865_Bad-Randomness,1,1,1,1,1,1,0,1
buggy_8515_Bad-Randomness,0,0,0,0,0,1,0,1
buggy_18089_Bad-Randomness,1,1,0,0,1,1,0,0
buggy_19572_Bad-Randomness,0,1,0,0,1,1,0,0
buggy_14555_Bad-Randomness,1,1,0,0,1,1,0,0
buggy_5071_Bad-Randomness,1,1,1,0,0,1,1,1
buggy_18957_Bad-Randomness,1,1,0,0,0,1,0,0
buggy_5551_Bad-Randomness,1,1,1,1,0,1,0,1
buggy_7256_Bad-Randomness,1,1,1,0,1,1,0,0
buggy_17148_Bad-Randomness,1,1,1,0,0,1,0,0
buggy_5291_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_4374_Bad-Randomness,0,0,0,0,0,1,0,0
buggy_12306_Bad-Randomness,0,0,0,0,0,1,0,0
buggy_5115_Bad-Randomness,1,1,0,0,0,1,0,0
buggy_17008_Bad-Randomness,0,1,1,0,1,1,0,1
buggy_7907_Bad-Randomness,0,0,0,0,0,1,0,0
buggy_18179_Bad-Randomness,1,1,1,0,1,1,1,1
buggy_16201_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_8288_Bad-Randomness,1,1,0,1,1,1,1,1
buggy_18944_Bad-Randomness,1,1,0,0,0,1,0,0
buggy_17220_Bad-Randomness,1,1,1,0,1,1,0,0
buggy_11405_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_18996_Bad-Randomness,1,1,0,0,1,1,0,0
buggy_12331_Bad-Randomness,0,0,0,0,0,1,0,0
buggy_1131_Bad-Randomness,0,1,1,1,0,1,0,0
buggy_20827_Bad-Randomness,1,1,1,0,1,1,0,1
buggy_15614_Bad-Randomness,0,0,0,0,0,1,0,1
buggy_9613_Bad-Randomness,1,0,0,0,1,1,0,0
buggy_7846_Bad-Randomness,0,1,0,0,0,1,0,1
buggy_9240_Bad-Randomness,1,1,1,0,1,1,0,1
buggy_701_Bad-Randomness,0,0,0,0,0,1,0,0
buggy_9560_Bad-Randomness,0,0,0,0,0,1,0,0
buggy_7605_Bad-Randomness,0,0,0,0,0,1,0,0
buggy_7015_Bad-Randomness,1,0,0,0,0,1,0,0
buggy_514_Bad-Randomness,1,1,0,0,0,1,0,0
buggy_642_Bad-Randomness,0,1,1,0,0,1,0,0
buggy_18785_Bad-Randomness,1,1,0,1,1,1,1,0
buggy_7657_Bad-Randomness,0,1,0,0,0,1,0,1
buggy_8083_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_14268_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_3616_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_15267_Bad-Randomness,0,0,0,0,0,1,0,0
buggy_6866_Bad-Randomness,0,0,0,0,0,1,0,0
buggy_12896_Bad-Randomness,1,1,1,0,1,1,0,0
buggy_14778_Bad-Randomness,1,1,0,0,0,1,0,0
buggy_290_Bad-Randomness,0,1,0,0,1,1,0,0
buggy_10250_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_7946_Bad-Randomness,1,1,1,0,1,1,0,1
buggy_10737_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_8071_Bad-Randomness,0,1,1,0,1,1,0,1
buggy_7057_Bad-Randomness,0,1,0,0,0,1,0,0
buggy_3609_Bad-Randomness,1,1,0,0,0,1,0,0
buggy_10407_Bad-Randomness,1,1,0,0,1,1,1,0
buggy_15860_Bad-Randomness,1,1,1,0,1,1,0,1
buggy_5079_Bad-Randomness,1,1,0,0,0,1,0,1
buggy_4805_Bad-Randomness,1,1,0,1,1,1,0,1
buggy_15877_Bad-Randomness,0,0,0,0,0,1,0,0
